date,Leave,clicks,conversions,sales
2022-09-04,1.0,0,0,0.0
2022-09-04,8.0,1,0,0.0
2022-09-04,14.0,0,0,0.0
2022-09-04,19.0,1,1,15.94
2022-09-04,22.0,1,0,0.0
2022-09-05,1.0,1,0,0.0
2022-09-05,8.0,0,0,0.0
2022-09-05,14.0,0,0,0.0
2022-09-05,19.0,0,0,0.0
2022-09-05,22.0,1,0,0.0
2022-09-06,1.0,0,0,0.0
2022-09-06,8.0,0,0,0.0
2022-09-06,14.0,2,0,0.0
2022-09-06,19.0,0,0,0.0
2022-09-06,22.0,0,0,0.0
2022-09-07,1.0,0,0,0.0
2022-09-07,8.0,1,1,15.94
2022-09-07,14.0,0,0,0.0
2022-09-07,19.0,1,0,0.0
2022-09-07,22.0,0,0,0.0
2022-09-08,1.0,0,0,0.0
2022-09-08,8.0,0,0,0.0
2022-09-08,14.0,0,0,0.0
2022-09-08,22.0,0,0,0.0
2022-09-09,1.0,0,0,0.0
2022-09-09,8.0,0,0,0.0
2022-09-09,14.0,0,0,0.0
2022-09-09,22.0,0,0,0.0
2022-09-10,1.0,0,0,0.0
2022-09-10,8.0,0,0,0.0
2022-09-10,14.0,1,0,0.0
2022-09-10,22.0,0,0,0.0
2022-09-11,1.0,0,0,0.0
2022-09-11,8.0,0,0,0.0
2022-09-11,14.0,0,0,0.0
2022-09-11,22.0,0,0,0.0
2022-09-12,1.0,0,0,0.0
2022-09-12,8.0,0,0,0.0
2022-09-12,13.0,0,0,0.0
2022-09-12,14.0,0,0,0.0
2022-09-12,19.0,1,1,15.94
2022-09-12,22.0,1,0,0.0
2022-09-13,1.0,0,0,0.0
2022-09-13,8.0,0,0,0.0
2022-09-13,14.0,0,0,0.0
2022-09-13,22.0,0,0,0.0
2022-09-14,1.0,0,0,0.0
2022-09-14,8.0,0,0,0.0
2022-09-14,14.0,0,0,0.0
2022-09-14,22.0,0,0,0.0
2022-09-15,1.0,0,0,0.0
2022-09-15,8.0,0,0,0.0
2022-09-15,14.0,0,0,0.0
2022-09-15,19.0,0,0,0.0
2022-09-15,22.0,0,0,0.0
2022-09-16,1.0,0,0,0.0
2022-09-16,8.0,1,0,0.0
2022-09-16,14.0,3,0,0.0
2022-09-16,19.0,0,0,0.0
2022-09-16,22.0,1,1,15.94
2022-09-17,1.0,0,0,0.0
2022-09-17,8.0,0,0,0.0
2022-09-17,14.0,0,0,0.0
2022-09-17,19.0,1,0,0.0
2022-09-17,22.0,0,0,0.0
2022-09-18,1.0,2,0,0.0
2022-09-18,8.0,0,0,0.0
2022-09-18,14.0,0,0,0.0
2022-09-18,22.0,0,0,0.0
2022-09-19,1.0,0,0,0.0
2022-09-19,8.0,1,0,0.0
2022-09-19,14.0,0,0,0.0
2022-09-19,22.0,0,0,0.0
2022-09-20,1.0,0,0,0.0
2022-09-20,8.0,0,0,0.0
2022-09-20,14.0,0,0,0.0
2022-09-20,22.0,0,0,0.0
2022-09-21,1.0,0,0,0.0
2022-09-21,8.0,1,0,0.0
2022-09-21,14.0,0,0,0.0
2022-09-21,19.0,0,0,0.0
2022-09-21,22.0,0,0,0.0
2022-09-22,1.0,0,0,0.0
2022-09-22,8.0,0,0,0.0
2022-09-22,14.0,0,0,0.0
2022-09-22,19.0,0,0,0.0
2022-09-22,22.0,1,0,0.0
2022-09-23,1.0,0,0,0.0
2022-09-23,8.0,1,0,0.0
2022-09-23,14.0,0,0,0.0
2022-09-23,19.0,1,0,0.0
2022-09-23,22.0,0,0,0.0
2022-09-24,1.0,1,0,0.0
2022-09-24,8.0,1,0,0.0
2022-09-24,14.0,0,0,0.0
2022-09-24,22.0,0,0,0.0
2022-09-25,1.0,0,0,0.0
2022-09-25,8.0,0,0,0.0
2022-09-25,14.0,2,0,0.0
2022-09-25,19.0,1,2,63.76
2022-09-25,22.0,1,0,0.0
2022-09-26,1.0,0,0,0.0
2022-09-26,8.0,1,0,0.0
2022-09-26,14.0,2,0,0.0
2022-09-26,22.0,0,0,0.0
2022-09-27,1.0,0,0,0.0
2022-09-27,8.0,1,0,0.0
2022-09-27,14.0,0,0,0.0
2022-09-27,19.0,2,2,31.88
2022-09-27,22.0,5,1,15.94
2022-09-28,1.0,0,0,0.0
2022-09-28,8.0,2,0,0.0
2022-09-28,14.0,0,0,0.0
2022-09-28,19.0,2,2,31.88
2022-09-28,22.0,4,1,31.88
2022-09-29,1.0,0,0,0.0
2022-09-29,8.0,2,0,0.0
2022-09-29,14.0,0,0,0.0
2022-09-29,22.0,0,0,0.0
2022-09-30,1.0,0,0,0.0
2022-09-30,8.0,1,0,0.0
2022-09-30,14.0,0,0,0.0
2022-09-30,19.0,0,0,0.0
2022-09-30,22.0,0,0,0.0
2022-10-01,1.0,0,0,0.0
2022-10-01,8.0,0,0,0.0
2022-10-01,14.0,0,0,0.0
2022-10-01,19.0,1,0,0.0
2022-10-01,22.0,3,0,0.0
2022-10-02,1.0,0,0,0.0
2022-10-02,8.0,0,0,0.0
2022-10-02,14.0,1,1,15.94
2022-10-02,19.0,0,0,0.0
2022-10-02,22.0,0,0,0.0
2022-10-03,1.0,0,0,0.0
2022-10-03,8.0,0,0,0.0
2022-10-03,14.0,0,0,0.0
2022-10-03,19.0,0,0,0.0
2022-10-03,22.0,0,0,0.0
2022-10-04,1.0,0,0,0.0
2022-10-04,8.0,0,0,0.0
2022-10-04,13.0,3,0,0.0
2022-10-04,14.0,0,0,0.0
2022-10-04,22.0,1,0,0.0
2022-10-05,1.0,2,1,15.94
2022-10-05,8.0,0,0,0.0
2022-10-05,13.0,0,0,0.0
2022-10-05,14.0,3,0,0.0
2022-10-05,19.0,0,0,0.0
2022-10-05,22.0,1,0,0.0
2022-10-06,1.0,0,0,0.0
2022-10-06,8.0,0,0,0.0
2022-10-06,13.0,0,0,0.0
2022-10-06,14.0,0,0,0.0
2022-10-06,22.0,0,0,0.0
2022-10-07,1.0,2,0,0.0
2022-10-07,8.0,0,0,0.0
2022-10-07,13.0,1,0,0.0
2022-10-07,14.0,0,0,0.0
2022-10-07,22.0,2,1,15.94
2022-10-08,1.0,0,0,0.0
2022-10-08,8.0,0,0,0.0
2022-10-08,13.0,0,0,0.0
2022-10-08,14.0,0,0,0.0
2022-10-08,19.0,0,0,0.0
2022-10-08,22.0,3,1,15.94
2022-10-09,1.0,1,1,15.94
2022-10-09,8.0,0,0,0.0
2022-10-09,13.0,0,0,0.0
2022-10-09,14.0,0,0,0.0
2022-10-09,22.0,2,0,0.0
2022-10-10,1.0,0,0,0.0
2022-10-10,8.0,0,0,0.0
2022-10-10,13.0,0,0,0.0
2022-10-10,14.0,0,0,0.0
2022-10-10,22.0,2,1,9.99
2022-10-11,1.0,0,0,0.0
2022-10-11,8.0,0,0,0.0
2022-10-11,13.0,0,0,0.0
2022-10-11,14.0,0,0,0.0
2022-10-11,22.0,0,0,0.0
2022-10-12,1.0,0,0,0.0
2022-10-12,8.0,0,0,0.0
2022-10-12,13.0,0,0,0.0
2022-10-12,14.0,0,0,0.0
2022-10-12,19.0,0,0,0.0
2022-10-12,22.0,1,0,0.0
2022-10-13,1.0,1,0,0.0
2022-10-13,8.0,0,0,0.0
2022-10-13,13.0,0,0,0.0
2022-10-13,14.0,0,0,0.0
2022-10-13,22.0,0,0,0.0
2022-10-14,1.0,2,0,0.0
2022-10-14,8.0,0,0,0.0
2022-10-14,13.0,0,0,0.0
2022-10-14,14.0,0,0,0.0
2022-10-14,19.0,1,1,15.94
2022-10-14,22.0,0,0,0.0
2022-10-15,1.0,0,0,0.0
2022-10-15,8.0,0,0,0.0
2022-10-15,13.0,1,0,0.0
2022-10-15,14.0,0,0,0.0
2022-10-15,22.0,0,0,0.0
2022-10-16,1.0,2,0,0.0
2022-10-16,8.0,0,0,0.0
2022-10-16,13.0,0,0,0.0
2022-10-16,14.0,0,0,0.0
2022-10-16,19.0,0,0,0.0
2022-10-16,22.0,0,0,0.0
2022-10-17,1.0,2,0,0.0
2022-10-17,8.0,0,0,0.0
2022-10-17,13.0,0,0,0.0
2022-10-17,14.0,0,0,0.0
2022-10-17,19.0,0,0,0.0
2022-10-17,22.0,1,1,15.94
2022-10-18,1.0,2,1,15.94
2022-10-18,8.0,0,0,0.0
2022-10-18,13.0,0,0,0.0
2022-10-18,14.0,0,0,0.0
2022-10-18,22.0,0,0,0.0
2022-10-19,1.0,2,0,0.0
2022-10-19,8.0,0,0,0.0
2022-10-19,13.0,4,1,13.49
2022-10-19,14.0,0,0,0.0
2022-10-19,22.0,1,0,0.0
2022-10-20,1.0,1,1,15.94
2022-10-20,8.0,0,0,0.0
2022-10-20,13.0,2,1,13.49
2022-10-20,14.0,0,0,0.0
2022-10-20,22.0,2,2,26.98
2022-10-21,1.0,0,0,0.0
2022-10-21,8.0,0,0,0.0
2022-10-21,13.0,1,0,0.0
2022-10-21,14.0,0,0,0.0
2022-10-21,22.0,1,0,0.0
2022-10-22,1.0,0,0,0.0
2022-10-22,8.0,0,0,0.0
2022-10-22,13.0,3,0,0.0
2022-10-22,14.0,0,0,0.0
2022-10-22,22.0,1,0,0.0
2022-10-23,1.0,3,0,0.0
2022-10-23,8.0,0,0,0.0
2022-10-23,13.0,0,0,0.0
2022-10-23,14.0,0,0,0.0
2022-10-23,22.0,1,0,0.0
2022-10-24,1.0,0,0,0.0
2022-10-24,8.0,0,0,0.0
2022-10-24,13.0,3,0,0.0
2022-10-24,14.0,0,0,0.0
2022-10-24,22.0,2,0,0.0
2022-10-25,1.0,2,0,0.0
2022-10-25,8.0,0,0,0.0
2022-10-25,13.0,1,0,0.0
2022-10-25,14.0,0,0,0.0
2022-10-25,19.0,0,0,0.0
2022-10-25,22.0,1,0,0.0
2022-10-26,1.0,0,0,0.0
2022-10-26,8.0,0,0,0.0
2022-10-26,13.0,3,0,0.0
2022-10-26,14.0,0,0,0.0
2022-10-26,22.0,2,2,31.88
2022-10-27,1.0,2,1,15.94
2022-10-27,8.0,0,0,0.0
2022-10-27,13.0,1,0,0.0
2022-10-27,14.0,0,0,0.0
2022-10-27,19.0,0,0,0.0
2022-10-27,22.0,2,0,0.0
2022-10-28,1.0,1,0,0.0
2022-10-28,8.0,0,0,0.0
2022-10-28,13.0,1,0,0.0
2022-10-28,14.0,0,0,0.0
2022-10-28,22.0,0,0,0.0
2022-10-29,1.0,0,0,0.0
2022-10-29,8.0,0,0,0.0
2022-10-29,13.0,0,0,0.0
2022-10-29,14.0,1,0,0.0
2022-10-29,19.0,0,0,0.0
2022-10-29,22.0,0,0,0.0
2022-10-30,1.0,0,0,0.0
2022-10-30,8.0,0,0,0.0
2022-10-30,13.0,0,0,0.0
2022-10-30,14.0,0,0,0.0
2022-10-30,19.0,0,0,0.0
2022-10-30,22.0,0,0,0.0
2022-10-31,1.0,0,0,0.0
2022-10-31,8.0,0,0,0.0
2022-10-31,13.0,0,0,0.0
2022-10-31,14.0,0,0,0.0
2022-10-31,19.0,1,1,15.94
2022-10-31,22.0,0,0,0.0
2022-11-01,1.0,0,0,0.0
2022-11-01,8.0,0,0,0.0
2022-11-01,13.0,0,0,0.0
2022-11-01,14.0,0,0,0.0
2022-11-01,22.0,0,0,0.0
2022-11-02,1.0,0,0,0.0
2022-11-02,8.0,1,2,31.88
2022-11-02,13.0,0,0,0.0
2022-11-02,14.0,0,0,0.0
2022-11-02,22.0,2,0,0.0
2022-11-03,1.0,0,0,0.0
2022-11-03,8.0,0,0,0.0
2022-11-03,13.0,0,0,0.0
2022-11-03,14.0,0,0,0.0
2022-11-03,19.0,1,1,13.49
2022-11-03,22.0,1,0,0.0
2022-11-04,1.0,1,0,0.0
2022-11-04,8.0,1,0,0.0
2022-11-04,13.0,2,0,0.0
2022-11-04,14.0,0,0,0.0
2022-11-04,22.0,0,0,0.0
2022-11-05,1.0,0,0,0.0
2022-11-05,8.0,2,0,0.0
2022-11-05,13.0,1,0,0.0
2022-11-05,14.0,0,0,0.0
2022-11-05,19.0,0,0,0.0
2022-11-05,22.0,1,0,0.0
2022-11-06,1.0,0,0,0.0
2022-11-06,8.0,0,0,0.0
2022-11-06,13.0,1,0,0.0
2022-11-06,14.0,0,0,0.0
2022-11-06,22.0,1,0,0.0
2022-11-07,1.0,0,0,0.0
2022-11-07,8.0,1,0,0.0
2022-11-07,13.0,1,0,0.0
2022-11-07,14.0,0,0,0.0
2022-11-07,22.0,0,0,0.0
2022-11-08,1.0,0,0,0.0
2022-11-08,8.0,2,0,0.0
2022-11-08,13.0,0,0,0.0
2022-11-08,14.0,0,0,0.0
2022-11-08,19.0,0,0,0.0
2022-11-08,22.0,0,0,0.0
2022-11-09,1.0,0,0,0.0
2022-11-09,8.0,2,0,0.0
2022-11-09,13.0,0,0,0.0
2022-11-09,14.0,0,0,0.0
2022-11-09,19.0,1,0,0.0
2022-11-09,22.0,0,0,0.0
2022-11-10,1.0,0,0,0.0
2022-11-10,8.0,0,0,0.0
2022-11-10,13.0,0,0,0.0
2022-11-10,14.0,0,0,0.0
2022-11-10,22.0,2,0,0.0
2022-11-11,1.0,0,0,0.0
2022-11-11,8.0,2,0,0.0
2022-11-11,13.0,0,0,0.0
2022-11-11,14.0,1,1,15.94
2022-11-11,22.0,0,0,0.0
2022-11-12,1.0,0,0,0.0
2022-11-12,8.0,2,0,0.0
2022-11-12,13.0,0,0,0.0
2022-11-12,14.0,0,0,0.0
2022-11-12,22.0,0,0,0.0
2022-11-13,1.0,0,0,0.0
2022-11-13,8.0,0,0,0.0
2022-11-13,13.0,0,0,0.0
2022-11-13,14.0,0,0,0.0
2022-11-13,22.0,0,0,0.0
2022-11-14,1.0,0,0,0.0
2022-11-14,8.0,1,0,0.0
2022-11-14,13.0,0,0,0.0
2022-11-14,14.0,0,0,0.0
2022-11-14,19.0,1,1,15.94
2022-11-14,22.0,0,0,0.0
2022-11-15,1.0,0,0,0.0
2022-11-15,8.0,0,0,0.0
2022-11-15,14.0,0,0,0.0
2022-11-15,22.0,0,0,0.0
2022-11-16,1.0,0,0,0.0
2022-11-16,8.0,0,0,0.0
2022-11-16,13.0,0,0,0.0
2022-11-16,14.0,0,0,0.0
2022-11-16,22.0,0,0,0.0
2022-11-17,1.0,0,0,0.0
2022-11-17,8.0,0,0,0.0
2022-11-17,13.0,0,0,0.0
2022-11-17,14.0,0,0,0.0
2022-11-17,19.0,1,0,0.0
2022-11-17,22.0,0,0,0.0
2022-11-18,1.0,0,0,0.0
2022-11-18,8.0,0,0,0.0
2022-11-18,13.0,0,0,0.0
2022-11-18,14.0,0,0,0.0
2022-11-18,19.0,1,0,0.0
2022-11-18,22.0,0,0,0.0
2022-11-19,1.0,0,0,0.0
2022-11-19,8.0,0,0,0.0
2022-11-19,13.0,0,0,0.0
2022-11-19,14.0,0,0,0.0
2022-11-19,19.0,1,0,0.0
2022-11-19,22.0,0,0,0.0
2022-11-20,1.0,0,0,0.0
2022-11-20,8.0,0,0,0.0
2022-11-20,13.0,0,0,0.0
2022-11-20,14.0,0,0,0.0
2022-11-20,19.0,0,0,0.0
2022-11-20,22.0,0,0,0.0
